commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison
CMD-Q1-01409,CLI0019,PRD0108,6,100.76,604.56,2024-01-13,livrée,CB,Île-de-France
CMD-Q1-01410,CLI0347,PRD0131,1,95.19,95.19,2024-02-13,livrée,PayPal,Auvergne-RA
CMD-Q1-01411,CLI0338,PRD0110,1,126.57,126.57,2024-01-19,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01412,CLI0198,PRD0006,4,79.23,316.92,2024-03-08,retournée,CB,Auvergne-RA
CMD-Q1-01413,CLI0131,PRD0006,6,79.23,475.38,2024-03-05,livrée,CB,Auvergne-RA
CMD-Q1-01414,CLI0300,PRD0044,2,146.42,292.84,2024-01-27,livrée,CB,Île-de-France
CMD-Q1-01415,CLI0004,PRD0022,3,235.27,705.81,2024-01-08,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01416,CLI0328,PRD0111,1,237.06,237.06,2024-01-10,livrée,CB,Île-de-France
CMD-Q1-01417,CLI0075,PRD0019,8,62.97,503.76,2024-02-09,en_cours,PayPal,Occitanie
CMD-Q1-01418,CLI0033,PRD0115,8,374.29,2994.32,2024-03-20,livrée,Chèque,Occitanie
CMD-Q1-01419,CLI0036,PRD0115,2,374.29,748.58,2024-01-23,livrée,CB,Auvergne-RA
CMD-Q1-01420,CLI0098,PRD0024,1,20.71,20.71,2024-03-08,livrée,CB,PACA
CMD-Q1-01421,CLI0338,PRD0066,9,181.07,1629.63,2024-02-22,livrée,PayPal,PACA
CMD-Q1-01422,CLI0322,PRD0004,8,42.82,342.56,2024-03-17,en_cours,CB,PACA
CMD-Q1-01423,CLI0124,PRD0054,4,124.37,497.48,2024-01-28,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01424,CLI0327,PRD0054,9,124.37,1119.33,2024-03-21,livrée,CB,Auvergne-RA
CMD-Q1-01425,CLI0237,PRD0026,7,334.76,2343.32,2024-02-23,livrée,CB,Île-de-France
CMD-Q1-01426,CLI0299,PRD0115,9,374.29,3368.61,2024-01-19,livrée,Virement,Île-de-France
CMD-Q1-01427,CLI0285,PRD0142,2,137.33,274.66,2024-01-27,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01428,CLI0118,PRD0147,8,-56.16,449.28,2024-01-01,livrée,CB,Auvergne-RA
CMD-Q1-01429,CLI0012,PRD0018,7,121.33,849.31,2024-01-02,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01430,CLI0010,PRD0056,4,46.62,186.48,2024-01-19,livrée,CB,PACA
CMD-Q1-01431,CLI0349,PRD0140,3,84.52,253.56,2024-02-24,livrée,CB,Auvergne-RA
CMD-Q1-01432,CLI0315,PRD0096,6,33.23,199.38,2024-02-25,livrée,Virement,Occitanie
CMD-Q1-01433,CLI0221,PRD0112,5,79.76,398.8,2024-02-24,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01434,CLI0117,PRD0112,8,79.76,638.08,2024-02-20,livrée,CB,Occitanie
CMD-Q1-01435,CLI0186,PRD0101,4,52.8,211.2,2024-01-30,livrée,Chèque,Nouvelle-Aquitaine
CMD-Q1-01436,CLI0207,PRD0009,7,58.82,411.74,2024-02-14,livrée,CB,Île-de-France
CMD-Q1-01437,CLI0155,PRD0077,4,151.78,607.12,2024-03-30,livrée,CB,Île-de-France
CMD-Q1-01438,CLI0162,PRD0052,9,118.68,1068.12,2024-03-13,livrée,CB,Occitanie
CMD-Q1-01439,CLI0355,PRD0025,8,111.14,889.12,2024-03-09,retournée,CB,Occitanie
CMD-Q1-01440,CLI0026,PRD0129,4,124.46,497.84,2024-02-02,livrée,CB,Île-de-France
CMD-Q1-01441,CLI0278,PRD0109,4,18.3,73.2,2024-03-05,livrée,CB,Île-de-France
CMD-Q1-01442,CLI0055,PRD0067,6,126.77,760.62,2024-02-08,livrée,CB,Occitanie
CMD-Q1-01443,CLI0413,PRD0122,6,108.11,648.66,2024-03-12,,CB,Occitanie
CMD-Q1-01444,CLI0156,PRD0022,5,235.27,1176.35,2024-01-22,en_cours,CB,PACA
CMD-Q1-01445,CLI0329,PRD0006,4,79.23,316.92,2024-01-28,livrée,CB,Occitanie
CMD-Q1-01446,CLI0073,PRD0010,7,81.94,573.58,2024-03-17,annulée,CB,Île-de-France
CMD-Q1-01447,CLI0470,PRD0009,4,58.82,235.28,2024-03-30,livrée,Virement,PACA
CMD-Q1-01448,CLI0144,PRD0090,4,80.66,322.64,2024-02-22,retournée,CB,Occitanie
CMD-Q1-01449,CLI0428,PRD0043,9,100.34,903.06,2024-03-06,livrée,PayPal,Nouvelle-Aquitaine
CMD-Q1-01450,CLI0229,PRD0123,6,71.91,431.46,2024-02-03,livrée,CB,Auvergne-RA
CMD-Q1-01451,CLI0014,PRD0068,6,12.48,74.88,2024-01-30,livrée,CB,Auvergne-RA
CMD-Q1-01452,CLI0406,PRD0129,4,124.46,497.84,2024-01-15,livrée,PayPal,Occitanie
CMD-Q1-01453,CLI0315,PRD0049,2,65.78,131.56,2024-01-10,livrée,CB,Auvergne-RA
CMD-Q1-01454,CLI0268,PRD0063,4,86.81,347.24,2024-02-10,livrée,CB,Île-de-France
CMD-Q1-01455,CLI0057,PRD0071,4,90.96,363.84,2024-02-02,annulée,CB,Nouvelle-Aquitaine
CMD-Q1-01456,CLI0230,PRD0083,1,173.76,173.76,2024-01-09,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01457,CLI0012,PRD0112,3,79.76,239.28,2024-02-10,livrée,CB,Île-de-France
CMD-Q1-01458,CLI0081,PRD0071,4,90.96,363.84,2024-03-05,livrée,Chèque,Auvergne-RA
CMD-Q1-01459,CLI0206,PRD0122,9,108.11,972.99,2024-03-29,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01460,CLI0461,PRD0113,8,82.62,660.96,2024-03-02,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01461,CLI0168,PRD0120,4,107.93,431.72,2024-03-29,livrée,Virement,Auvergne-RA
CMD-Q1-01462,CLI0495,PRD0093,3,62.68,188.04,2024-03-09,en_cours,CB,Auvergne-RA
CMD-Q1-01463,CLI0242,PRD0056,1,46.62,46.62,2024-01-12,livrée,CB,Occitanie
CMD-Q1-01464,CLI0346,PRD0142,6,137.33,823.98,2024-02-15,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-01465,CLI0374,PRD0042,8,126.36,1010.88,2024-03-09,,CB,Nouvelle-Aquitaine
CMD-Q1-01466,CLI0270,PRD0042,5,126.36,631.8,2024-03-22,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01467,CLI0010,PRD0094,7,167.61,1173.27,2024-03-27,en_cours,CB,Occitanie
CMD-Q1-01468,CLI0105,PRD0088,2,793.25,1586.5,2024-01-02,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-01469,CLI0277,PRD0049,6,65.78,394.68,2024-01-23,en_cours,Chèque,PACA
CMD-Q1-01470,CLI0420,PRD0035,7,17.54,122.78,2024/01/15,livrée,CB,Occitanie
CMD-Q1-01471,CLI0298,PRD0038,3,45.83,137.49,2024-02-06,annulée,Chèque,Île-de-France
CMD-Q1-01472,CLI0299,PRD0044,8,146.42,1171.36,2024-01-06,retournée,CB,Île-de-France
CMD-Q1-01473,CLI0331,PRD0040,1,71.91,71.91,2024-03-29,livrée,CB,Occitanie
CMD-Q1-01474,CLI0106,PRD0091,9,75.28,677.52,2024-01-24,annulée,CB,PACA
CMD-Q1-01475,CLI0462,PRD0037,8,48.24,385.92,2024-01-11,annulée,CB,PACA
CMD-Q1-01476,CLI0042,PRD0083,2,173.76,347.52,2024-01-28,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01477,CLI0245,PRD0004,9,42.82,385.38,2024-02-22,livrée,Chèque,Nouvelle-Aquitaine
CMD-Q1-01478,CLI0299,PRD0127,2,63.31,126.62,2024-03-09,retournée,CB,PACA
CMD-Q1-01479,CLI0179,PRD0122,6,108.11,648.66,2024-02-27,livrée,CB,Île-de-France
CMD-Q1-01480,CLI0309,PRD0071,9,90.96,818.64,2024-02-17,livrée,Virement,Île-de-France
CMD-Q1-01481,CLI0383,PRD0015,7,80.47,563.29,2024-03-25,livrée,Virement,Occitanie
CMD-Q1-01482,CLI0157,PRD0044,2,146.42,292.84,2024-03-02,annulée,CB,Auvergne-RA
CMD-Q1-01483,CLI0176,PRD0095,3,106.83,320.49,2024-01-11,livrée,CB,Auvergne-RA
CMD-Q1-01484,CLI0270,PRD0071,3,90.96,272.88,2024-03-19,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01485,CLI0215,PRD0051,9,10.76,96.84,2024-01-01,en_cours,CB,Auvergne-RA
CMD-Q1-01486,CLI0059,PRD0094,3,167.61,502.83,2024-01-23,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01487,CLI0346,PRD0009,5,58.82,294.1,2024-02-17,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01488,CLI0167,PRD0110,5,126.57,632.85,2024-03-13,livrée,CB,Île-de-France
CMD-Q1-01489,CLI0139,PRD0022,4,235.27,941.08,2024-03-25,livrée,CB,Auvergne-RA
CMD-Q1-01490,CLI0122,PRD0061,2,75.83,151.66,2024-02-04,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01491,CLI0469,PRD0021,3,78.18,234.54,2024-01-29,livrée,CB,PACA
CMD-Q1-01492,CLI0012,PRD0120,5,107.93,539.65,2024-02-17,livrée,CB,PACA
CMD-Q1-01493,CLI0355,PRD0032,9,109.17,982.53,2024-03-27,livrée,CB,Île-de-France
CMD-Q1-01494,CLI0327,PRD0032,4,109.17,436.68,2024-03-14,livrée,Chèque,Occitanie
CMD-Q1-01495,CLI0212,PRD0128,5,99.94,499.7,2024-01-29,livrée,PayPal,Île-de-France
CMD-Q1-01496,CLI0174,PRD0095,5,106.83,534.15,2024-03-01,livrée,CB,PACA
CMD-Q1-01497,CLI0263,PRD0122,7,108.11,756.77,2024-02-11,livrée,Virement,Occitanie
CMD-Q1-01498,CLI0003,PRD0090,7,80.66,564.62,2024-01-24,livrée,CB,Auvergne-RA
CMD-Q1-01499,CLI0364,PRD0003,9,83.45,751.05,2024-02-12,annulée,CB,PACA
CMD-Q1-01500,CLI0308,PRD0039,6,29.83,,2024-03-26,annulée,Virement,Occitanie
CMD-Q1-01501,CLI0233,PRD0007,3,290.01,870.03,2024-02-05,livrée,Virement,Île-de-France
CMD-Q1-01502,CLI0243,PRD0129,5,124.46,622.3,2024-02-03,en_cours,PayPal,Occitanie
CMD-Q1-01503,CLI0036,PRD0031,9,152.91,1376.19,2024-03-13,livrée,CB,Occitanie
CMD-Q1-01504,CLI0079,PRD0023,9,163.48,1471.32,2024-01-31,livrée,Chèque,Auvergne-RA
CMD-Q1-01505,CLI0382,PRD0089,7,93.09,651.63,2024-03-17,annulée,Virement,PACA
CMD-Q1-01506,CLI0032,PRD0143,6,104.0,624.0,2024-01-20,livrée,CB,Île-de-France
CMD-Q1-01507,CLI0388,PRD0106,5,52.42,262.1,2024-03-13,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01508,CLI0005,PRD0078,3,217.49,652.47,2024-01-28,livrée,CB,Île-de-France
CMD-Q1-01509,CLI0440,PRD0149,4,123.18,492.72,2024-03-13,retournée,Virement,Auvergne-RA
CMD-Q1-01510,CLI0491,PRD0101,5,52.8,,2024-01-31,livrée,Chèque,Île-de-France
CMD-Q1-01511,CLI0491,PRD0143,6,104.0,624.0,2024-02-11,livrée,CB,Île-de-France
CMD-Q1-01512,CLI0182,PRD0081,5,49.36,246.8,2024-02-06,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-01513,CLI0152,PRD0059,5,117.97,589.85,2024-01-28,en_cours,CB,Occitanie
CMD-Q1-01514,CLI0184,PRD0132,8,66.14,529.12,2024-02-10,en_cours,Chèque,Auvergne-RA
CMD-Q1-01515,CLI0228,PRD0084,2,410.52,821.04,2024-01-27,en_cours,CB,Auvergne-RA
CMD-Q1-01516,CLI0293,PRD0127,7,63.31,443.17,2024-01-07,livrée,Virement,Auvergne-RA
CMD-Q1-01517,CLI0161,PRD0144,8,212.05,1696.4,2024-03-29,livrée,CB,Auvergne-RA
CMD-Q1-01518,CLI0012,PRD0012,3,295.77,887.31,2024-03-13,livrée,Chèque,Auvergne-RA
CMD-Q1-01519,CLI0266,PRD0119,2,496.56,993.12,2024-03-15,en_cours,CB,Auvergne-RA
CMD-Q1-01520,CLI0409,PRD0103,5,57.7,,2024-02-27,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-01521,CLI0105,PRD0058,6,118.62,711.72,2024-02-21,livrée,CB,Île-de-France
CMD-Q1-01522,CLI0275,PRD0024,6,20.71,124.26,2024-02-15,livrée,PayPal,Île-de-France
CMD-Q1-01523,CLI0125,PRD0037,8,48.24,385.92,2024-02-22,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-01524,CLI0222,PRD0079,7,400.46,2803.22,2024-01-16,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01525,CLI0188,PRD0099,9,182.41,1641.69,2024-02-16,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01526,CLI0222,PRD0124,8,55.52,444.16,2024-01-25,livrée,CB,Île-de-France
CMD-Q1-01527,CLI0423,PRD0015,5,80.47,402.35,2024-02-11,en_cours,CB,Auvergne-RA
CMD-Q1-01528,CLI0420,PRD0100,9,62.84,565.56,2024-03-04,annulée,CB,Occitanie
CMD-Q1-01529,CLI0003,PRD0087,8,72.84,582.72,2024-02-06,livrée,CB,PACA
CMD-Q1-01530,CLI0169,PRD0004,8,42.82,342.56,2024-02-29,livrée,Chèque,Occitanie
CMD-Q1-01531,CLI0250,PRD0009,6,58.82,352.92,2024-03-12,livrée,CB,Occitanie
CMD-Q1-01532,CLI0297,PRD0054,1,124.37,124.37,2024-01-05,livrée,CB,Île-de-France
CMD-Q1-01533,CLI0037,PRD0065,1,352.58,352.58,2024-01-07,livrée,CB,Île-de-France
CMD-Q1-01534,CLI0269,PRD0149,6,123.18,739.08,2024-03-01,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01535,CLI0404,PRD0025,4,111.14,444.56,2024-01-01,livrée,Chèque,Auvergne-RA
CMD-Q1-01536,CLI0306,PRD0150,4,81.48,325.92,2024-03-06,livrée,Virement,PACA
CMD-Q1-01537,CLI0227,PRD0036,2,211.79,423.58,2024-01-23,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-01538,CLI0140,PRD0080,8,131.51,1052.08,2024-01-16,annulée,CB,Occitanie
CMD-Q1-01539,CLI0404,PRD0100,4,62.84,251.36,2024-03-13,annulée,CB,Auvergne-RA
CMD-Q1-01540,CLI0469,PRD0102,9,23.26,209.34,2024-02-29,en_cours,Virement,Occitanie
CMD-Q1-01541,CLI0304,PRD0072,4,121.78,487.12,2024-01-08,en_cours,Chèque,PACA
CMD-Q1-01542,CLI0134,PRD0103,9,57.7,519.3,2024-02-25,retournée,CB,Nouvelle-Aquitaine
CMD-Q1-01543,CLI0100,PRD0053,3,79.12,237.36,2024-01-17,en_cours,PayPal,Nouvelle-Aquitaine
CMD-Q1-01544,CLI0387,PRD0043,9,100.34,903.06,2024-01-29,livrée,PayPal,Auvergne-RA
CMD-Q1-01545,CLI0349,PRD0105,7,408.15,2857.05,2024-02-10,livrée,CB,PACA
CMD-Q1-01546,CLI0229,PRD0119,5,496.56,2482.8,2024-01-31,en_cours,CB,Île-de-France
CMD-Q1-01547,CLI0433,PRD0032,7,109.17,764.19,2024-03-21,livrée,CB,PACA
CMD-Q1-01548,CLI0211,PRD0005,6,95.95,575.7,2024-03-28,en_cours,Chèque,Occitanie
CMD-Q1-01549,CLI0232,PRD0022,6,235.27,1411.62,2024-01-09,livrée,CB,PACA
CMD-Q1-01550,CLI0206,PRD0049,8,65.78,526.24,2024-03-30,livrée,PayPal,Auvergne-RA
CMD-Q1-01551,CLI0443,PRD0097,9,149.62,1346.58,2024-01-26,livrée,CB,Auvergne-RA
CMD-Q1-01552,CLI0492,PRD0014,7,415.81,2910.67,2024-03-05,livrée,PayPal,Île-de-France
CMD-Q1-01553,CLI0028,PRD0148,7,70.91,496.37,2024-01-03,en_cours,CB,Auvergne-RA
CMD-Q1-01554,CLI0371,PRD0149,2,123.18,246.36,2024-02-29,livrée,PayPal,Nouvelle-Aquitaine
CMD-Q1-01555,CLI0170,PRD0112,5,79.76,398.8,2024-01-01,retournée,CB,Île-de-France
CMD-Q1-01556,CLI0489,PRD0148,6,70.91,425.46,2024-02-13,livrée,CB,Occitanie
CMD-Q1-01557,CLI0414,PRD0125,2,31.95,63.9,2024-01-19,en_cours,CB,Île-de-France
CMD-Q1-01558,CLI0251,PRD0105,4,408.15,1632.6,2024-02-28,livrée,Virement,Occitanie
CMD-Q1-01559,CLI0386,PRD0028,7,59.7,417.9,2024-03-22,livrée,Virement,Occitanie
CMD-Q1-01560,CLI0204,PRD0125,2,31.95,63.9,2024-01-03,livrée,Chèque,Auvergne-RA
CMD-Q1-01561,CLI0449,PRD0141,1,326.57,326.57,2024-03-25,annulée,PayPal,Île-de-France
CMD-Q1-01562,CLI0084,PRD0068,4,12.48,49.92,2024-03-26,en_cours,CB,PACA
CMD-Q1-01563,CLI0472,PRD0008,5,308.27,1541.35,2024-02-13,en_cours,PayPal,Auvergne-RA
CMD-Q1-01564,CLI0453,PRD0129,9,124.46,1120.14,2024-01-09,livrée,CB,Occitanie
CMD-Q1-01565,CLI0067,PRD0102,3,23.26,69.78,2024-02-19,livrée,CB,Auvergne-RA
CMD-Q1-01566,CLI0345,PRD0019,7,62.97,440.79,2024-01-07,en_cours,CB,Occitanie
CMD-Q1-01567,CLI0227,PRD0024,5,20.71,103.55,2024-01-30,en_cours,CB,Auvergne-RA
CMD-Q1-01568,CLI0042,PRD0013,3,59.14,177.42,2024-02-06,annulée,CB,PACA
CMD-Q1-01569,CLI0449,PRD0151,5,221.15,1105.75,2024-02-21,annulée,CB,Île-de-France
CMD-Q1-01570,CLI0108,PRD0041,2,48.15,96.3,2024-01-24,livrée,CB,Auvergne-RA
CMD-Q1-01571,CLI0230,PRD0024,3,20.71,62.13,2024-01-26,livrée,CB,PACA
CMD-Q1-01572,CLI0262,PRD0151,4,221.15,884.6,2024-02-05,annulée,CB,Auvergne-RA
CMD-Q1-01573,CLI0126,PRD0061,6,75.83,454.98,2024-02-13,livrée,CB,PACA
CMD-Q1-01574,CLI0464,PRD0001,9,57.96,521.64,2024-03-22,livrée,Virement,Auvergne-RA
CMD-Q1-01575,CLI0061,PRD0067,1,126.77,126.77,2024-03-05,livrée,PayPal,Occitanie
CMD-Q1-01576,CLI0171,PRD0013,6,59.14,354.84,2024-01-30,en_cours,CB,Île-de-France
CMD-Q1-01577,CLI0129,PRD0046,9,69.9,629.1,2024-03-13,livrée,PayPal,Occitanie
CMD-Q1-01578,CLI0428,PRD0066,4,181.07,724.28,2024-01-26,annulée,CB,Nouvelle-Aquitaine
CMD-Q1-01579,CLI0369,PRD0018,8,121.33,970.64,2024-01-05,retournée,CB,PACA
CMD-Q1-01580,CLI0309,PRD0111,1,237.06,237.06,2024-01-09,,CB,Occitanie
CMD-Q1-01581,CLI0225,PRD0063,2,86.81,173.62,2024-02-13,en_cours,Virement,Nouvelle-Aquitaine
CMD-Q1-01582,CLI0490,PRD0077,5,151.78,758.9,2024-02-02,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01583,CLI0476,PRD0091,2,75.28,150.56,2024-03-26,livrée,PayPal,PACA
CMD-Q1-01584,CLI0082,PRD0150,1,81.48,81.48,2024-01-21,retournée,CB,Île-de-France
CMD-Q1-01585,CLI0342,PRD0103,7,57.7,403.9,2024-02-02,livrée,PayPal,Occitanie
CMD-Q1-01586,CLI0339,PRD0053,1,79.12,79.12,2024-02-16,retournée,CB,PACA
CMD-Q1-01587,CLI0447,PRD0126,1,82.76,82.76,2024-02-16,livrée,CB,PACA
CMD-Q1-01588,CLI0259,PRD0059,6,117.97,707.82,2024-01-05,livrée,CB,PACA
CMD-Q1-01589,CLI0172,PRD0135,6,112.71,676.26,2024-01-18,livrée,Virement,PACA
CMD-Q1-01590,CLI0286,PRD0110,5,126.57,632.85,2024-01-09,livrée,Chèque,PACA
CMD-Q1-01591,CLI0328,PRD0113,8,82.62,660.96,2024-02-19,livrée,Chèque,Auvergne-RA
CMD-Q1-01592,CLI0061,PRD0101,9,52.8,475.2,2024-03-20,livrée,Virement,Auvergne-RA
CMD-Q1-01593,CLI0183,PRD0127,8,63.31,506.48,2024-03-13,livrée,CB,PACA
CMD-Q1-01594,CLI0187,PRD0148,5,70.91,354.55,2024-01-21,livrée,PayPal,PACA
CMD-Q1-01595,CLI0216,PRD0038,7,45.83,320.81,2024-03-12,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01596,CLI0319,PRD0095,2,106.83,213.66,2024-01-05,annulée,PayPal,Nouvelle-Aquitaine
CMD-Q1-01597,CLI0183,PRD0009,5,58.82,294.1,2024-01-28,retournée,Virement,Auvergne-RA
CMD-Q1-01598,CLI0179,PRD0066,8,181.07,1448.56,2024-03-13,livrée,Virement,Île-de-France
CMD-Q1-01599,CLI0388,PRD0088,2,793.25,1586.5,2024-03-07,annulée,CB,Île-de-France
CMD-Q1-01600,CLI0215,PRD0019,5,62.97,314.85,2024-03-12,livrée,Chèque,PACA
CMD-Q1-01601,CLI0174,PRD0036,6,211.79,1270.74,2024-02-06,annulée,Chèque,Nouvelle-Aquitaine
CMD-Q1-01602,CLI0061,PRD0060,5,436.88,2184.4,2024-03-07,livrée,Virement,PACA
CMD-Q1-01603,CLI0382,PRD0035,8,17.54,140.32,2024-03-15,livrée,PayPal,Auvergne-RA
CMD-Q1-01604,CLI0402,PRD0091,8,75.28,602.24,2024-02-27,livrée,CB,Auvergne-RA
CMD-Q1-01605,CLI0386,PRD0058,9,118.62,1067.58,2024-03-28,livrée,CB,PACA
CMD-Q1-01606,CLI0304,PRD0111,8,237.06,1896.48,2024-03-08,livrée,PayPal,PACA
CMD-Q1-01607,CLI0087,PRD0008,8,308.27,2466.16,2024-03-24,livrée,CB,PACA
CMD-Q1-01608,CLI0051,PRD0151,9,221.15,1990.35,2024-02-16,livrée,PayPal,Occitanie
CMD-Q1-01609,CLI0192,PRD0083,3,173.76,521.28,2024-02-20,livrée,CB,Occitanie
CMD-Q1-01610,CLI0034,PRD0018,6,121.33,727.98,2024-02-25,annulée,Virement,PACA
CMD-Q1-01611,CLI0347,PRD0142,5,137.33,686.65,2024-02-18,en_cours,Chèque,PACA
CMD-Q1-01612,CLI0001,PRD0058,2,118.62,237.24,2024-02-12,en_cours,Chèque,Occitanie
CMD-Q1-01613,CLI0485,PRD0011,9,27.63,248.67,2024-03-10,livrée,CB,Auvergne-RA
CMD-Q1-01614,CLI0399,PRD0120,8,107.93,863.44,2024-03-19,annulée,CB,Île-de-France
CMD-Q1-01615,CLI0101,PRD0038,2,45.83,91.66,2024-02-03,livrée,CB,PACA
CMD-Q1-01616,CLI0173,PRD0104,8,81.27,650.16,2024-01-10,retournée,PayPal,Auvergne-RA
CMD-Q1-01617,CLI0447,PRD0093,6,62.68,376.08,2024/02/04,annulée,CB,Nouvelle-Aquitaine
CMD-Q1-01618,CLI0137,PRD0056,7,46.62,326.34,2024-03-09,livrée,CB,Auvergne-RA
CMD-Q1-01619,CLI0029,PRD0015,6,80.47,482.82,2024-03-14,en_cours,Virement,Occitanie
CMD-Q1-01620,CLI0382,PRD0065,6,352.58,2115.48,2024/03/23,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01621,CLI0409,PRD0016,4,87.66,350.64,2024-02-29,livrée,PayPal,Occitanie
CMD-Q1-01622,CLI0435,PRD0075,7,71.64,501.48,2024-02-19,livrée,Virement,Île-de-France
CMD-Q1-01623,CLI0207,PRD0110,4,126.57,506.28,2024-01-16,livrée,CB,Occitanie
CMD-Q1-01624,CLI0394,PRD0146,1,30.77,30.77,2024-03-25,en_cours,CB,PACA
CMD-Q1-01625,CLI0389,PRD0016,2,87.66,175.32,2024-03-05,en_cours,Virement,Occitanie
CMD-Q1-01626,CLI0023,PRD0092,4,159.37,637.48,2024-01-27,livrée,Chèque,PACA
CMD-Q1-01627,CLI0125,PRD0129,7,124.46,871.22,2024-02-05,livrée,CB,Auvergne-RA
CMD-Q1-01628,CLI0119,PRD0066,2,181.07,362.14,2024/02/22,en_cours,CB,Auvergne-RA
CMD-Q1-01629,CLI0037,PRD0118,2,76.42,152.84,2024-03-23,retournée,CB,Île-de-France
CMD-Q1-01630,CLI0309,PRD0066,5,181.07,905.35,2024-01-18,livrée,Virement,Occitanie
CMD-Q1-01631,CLI0350,PRD0099,7,182.41,1276.87,2024-02-11,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01632,CLI0163,PRD0021,8,78.18,625.44,2024-03-11,livrée,Chèque,Auvergne-RA
CMD-Q1-01633,CLI0041,PRD0034,9,36.63,329.67,2024-02-09,livrée,CB,Occitanie
CMD-Q1-01634,CLI0435,PRD0106,8,52.42,419.36,2024-01-16,livrée,CB,Occitanie
CMD-Q1-01635,CLI0482,PRD0108,5,100.76,503.8,2024-01-21,livrée,Chèque,Nouvelle-Aquitaine
CMD-Q1-01636,CLI0071,PRD0037,4,48.24,192.96,2024-01-06,livrée,CB,PACA
CMD-Q1-01637,CLI0496,PRD0005,3,95.95,287.85,2024-03-14,en_cours,CB,Occitanie
CMD-Q1-01638,CLI0294,PRD0100,3,62.84,188.52,2024-01-13,livrée,CB,Occitanie
CMD-Q1-01639,CLI0467,PRD0079,2,400.46,800.92,2024-02-26,livrée,CB,PACA
CMD-Q1-01640,CLI0489,PRD0143,8,104.0,832.0,2024-01-04,livrée,Virement,Occitanie
CMD-Q1-01641,CLI0407,PRD0125,7,31.95,223.65,2024-03-25,livrée,Virement,Île-de-France
CMD-Q1-01642,CLI0376,PRD0072,6,121.78,730.68,2024-03-30,livrée,CB,Auvergne-RA
CMD-Q1-01643,CLI0138,PRD0104,9,81.27,731.43,2024-02-14,livrée,CB,Occitanie
CMD-Q1-01644,CLI0006,PRD0007,8,290.01,,2024-02-02,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01645,CLI0054,PRD0038,9,45.83,412.47,2024-01-02,livrée,Chèque,Auvergne-RA
CMD-Q1-01646,CLI0210,PRD0152,5,499.98,2499.9,2024-03-02,livrée,Virement,Île-de-France
CMD-Q1-01647,CLI0497,PRD0140,7,84.52,591.64,2024-02-10,livrée,Chèque,Occitanie
CMD-Q1-01648,CLI0110,PRD0117,2,69.72,139.44,2024-01-15,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-01649,CLI0220,PRD0007,5,290.01,1450.05,2024-02-24,en_cours,Virement,Occitanie
CMD-Q1-01650,CLI0312,PRD0015,9,80.47,724.23,2024-02-23,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01651,CLI0362,PRD0113,5,82.62,413.1,2024-02-22,livrée,Chèque,PACA
CMD-Q1-01652,CLI0139,PRD0072,9,121.78,1096.02,2024-01-29,en_cours,Chèque,PACA
CMD-Q1-01653,CLI0074,PRD0085,5,181.81,909.05,2024-02-16,en_cours,CB,Île-de-France
CMD-Q1-01654,CLI0010,PRD0128,1,99.94,99.94,2024-02-09,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01655,CLI0273,PRD0114,9,61.01,549.09,2024-03-14,,CB,Auvergne-RA
CMD-Q1-01656,CLI0484,PRD0054,8,124.37,994.96,2024-01-17,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-01657,CLI0033,PRD0092,9,159.37,1434.33,2024-01-18,livrée,CB,Île-de-France
