commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,moyen_paiement,region_livraison,devise
CMD-Q2-01539,CLI0317,PRD0113,8,82.62,660.96,2024-05-29,livrée,CB,Occitanie,EUR
CMD-Q2-01540,CLI0018,PRD0023,2,163.48,326.96,2024-06-20,livrée,CB,PACA,EUR
CMD-Q2-01541,CLI0249,PRD0135,7,112.71,788.97,2024-04-27,livrée,CB,Occitanie,EUR
CMD-Q2-01542,CLI0024,PRD0012,1,295.77,295.77,2024-06-14,livrée,CB,Île-de-France,EUR
CMD-Q2-01543,CLI0308,PRD0114,5,61.01,305.05,2024-04-21,annulée,CB,PACA,EUR
CMD-Q2-01544,CLI0036,PRD0013,7,59.14,413.98,2024-06-26,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01545,CLI0367,PRD0109,4,18.3,73.2,2024-06-20,livrée,CB,Occitanie,EUR
CMD-Q2-01546,CLI0387,PRD0078,6,217.49,1304.94,2024-06-04,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-01547,CLI0388,PRD0109,4,18.3,73.2,2024-05-12,livrée,Virement,Île-de-France,EUR
CMD-Q2-01548,CLI0422,PRD0110,7,126.57,885.99,2024-06-04,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01549,CLI0259,PRD0003,4,83.45,333.8,2024-06-09,livrée,CB,Occitanie,EUR
CMD-Q2-01550,CLI0169,PRD0087,9,72.84,655.56,2024-04-12,livrée,CB,Île-de-France,EUR
CMD-Q2-01551,CLI0177,PRD0095,3,106.83,320.49,2024-06-26,annulée,PayPal,Auvergne-RA,EUR
CMD-Q2-01552,CLI0140,PRD0073,7,200.41,1402.87,2024-05-01,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-01553,CLI0253,PRD0044,2,146.42,292.84,2024-05-03,livrée,CB,Occitanie,EUR
CMD-Q2-01554,CLI0197,PRD0120,6,107.93,647.58,2024-06-08,en_cours,PayPal,Île-de-France,EUR
CMD-Q2-01555,CLI9913,PRD0143,7,104.0,728.0,2024-06-09,retournée,CB,Auvergne-RA,EUR
CMD-Q2-01556,CLI0269,PRD0009,1,58.82,58.82,2024-05-15,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01557,CLI0233,PRD0064,5,107.08,535.4,2024-04-17,livrée,Chèque,Île-de-France,EUR
CMD-Q2-01558,CLI0441,PRD0071,7,90.96,636.72,2024-04-20,livrée,CB,Île-de-France,EUR
CMD-Q2-01559,CLI0468,PRD0033,3,291.53,874.59,2024-04-09,livrée,CB,Occitanie,EUR
CMD-Q2-01560,CLI0150,PRD0061,4,75.83,303.32,2024-05-19,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-01561,CLI0009,PRD0125,7,31.95,,2024-05-03,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-01562,CLI0409,PRD0034,6,36.63,219.78,2024-04-27,livrée,PayPal,Occitanie,EUR
CMD-Q2-01563,CLI0227,PRD0136,7,54.7,382.9,2024-06-14,livrée,CB,PACA,EUR
CMD-Q2-01564,CLI0029,PRD0042,4,126.36,505.44,2024-06-24,annulée,CB,Île-de-France,EUR
CMD-Q2-01565,CLI0210,PRD0151,4,221.15,884.6,2024-04-29,livrée,CB,Île-de-France,EUR
CMD-Q2-01566,CLI0318,PRD0109,3,18.3,54.9,2024-04-13,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01567,CLI0285,PRD0148,4,70.91,283.64,2024-05-05,livrée,Chèque,Occitanie,EUR
CMD-Q2-01568,CLI0289,PRD0055,1,45.75,,2024-05-08,livrée,CB,Occitanie,EUR
CMD-Q2-01569,CLI0171,PRD0121,6,34.92,209.52,2024-04-23,livrée,PayPal,PACA,EUR
CMD-Q2-01570,CLI0398,PRD0062,8,51.87,414.96,2024-05-08,annulée,PayPal,Occitanie,EUR
CMD-Q2-01571,CLI0063,PRD0010,7,81.94,573.58,2024-04-09,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01572,CLI0086,PRD0148,4,70.91,283.64,2024-06-27,livrée,CB,Occitanie,EUR
CMD-Q2-01573,CLI0380,PRD0057,2,85.5,171.0,2024-04-09,livrée,Virement,PACA,EUR
CMD-Q2-01574,CLI0037,PRD0151,9,221.15,1990.35,2024-06-07,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-01575,CLI0245,PRD0140,9,84.52,760.68,2024-04-15,en_cours,Virement,Île-de-France,EUR
CMD-Q2-01576,CLI0092,PRD0128,8,99.94,799.52,2024-06-16,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01577,CLI0215,PRD0071,3,90.96,272.88,2024-06-16,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-01578,CLI0242,PRD0129,9,124.46,1120.14,2024-06-15,annulée,CB,Auvergne-RA,EUR
CMD-Q2-01579,CLI0217,PRD0019,7,62.97,440.79,2024-06-28,livrée,Virement,Île-de-France,EUR
CMD-Q2-01580,CLI0356,PRD0078,2,217.49,434.98,2024-04-20,en_cours,Virement,Occitanie,EUR
CMD-Q2-01581,CLI0122,PRD0041,7,48.15,337.05,2024-04-29,retournée,CB,Auvergne-RA,EUR
CMD-Q2-01582,CLI0207,PRD0129,5,124.46,622.3,2024-06-13,en_cours,PayPal,Auvergne-RA,EUR
CMD-Q2-01583,CLI0241,PRD0033,9,291.53,2623.77,2024-04-13,livrée,Chèque,Île-de-France,EUR
CMD-Q2-01584,CLI0444,PRD0006,9,79.23,713.07,2024-05-07,annulée,CB,Occitanie,EUR
CMD-Q2-01585,CLI0447,PRD0059,6,117.97,707.82,2024-06-05,livrée,CB,PACA,EUR
CMD-Q2-01586,CLI0122,PRD0142,1,137.33,137.33,2024-04-10,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01587,CLI0253,PRD0061,7,75.83,530.81,2024-05-25,livrée,CB,Occitanie,EUR
CMD-Q2-01588,CLI0106,PRD0089,8,93.09,744.72,2024-05-03,livrée,CB,Île-de-France,EUR
CMD-Q2-01589,CLI0483,PRD0136,6,54.7,328.2,2024-04-09,en_cours,Virement,Île-de-France,EUR
CMD-Q2-01590,CLI0386,PRD0072,8,121.78,974.24,2024-05-24,livrée,CB,Occitanie,EUR
CMD-Q2-01591,CLI0331,PRD0003,6,83.45,500.7,2024-04-10,livrée,CB,Occitanie,EUR
CMD-Q2-01592,CLI9951,PRD0091,4,75.28,301.12,2024-05-02,livrée,CB,PACA,EUR
CMD-Q2-01593,CLI0161,PRD0107,5,101.48,507.4,2024-06-25,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01594,CLI0307,PRD0056,4,46.62,186.48,2024-06-16,livrée,CB,Île-de-France,EUR
CMD-Q2-01595,CLI0407,PRD0048,4,164.13,656.52,2024-04-23,en_cours,CB,Occitanie,EUR
CMD-Q2-01596,CLI0202,PRD0071,5,90.96,454.8,2024-04-08,livrée,CB,PACA,EUR
CMD-Q2-01597,CLI0363,PRD0009,8,58.82,470.56,2024-05-18,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01598,CLI0041,PRD0083,2,173.76,347.52,2024-06-14,livrée,Virement,Occitanie,EUR
CMD-Q2-01599,CLI0414,PRD0068,8,12.48,99.84,2024-04-23,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01600,CLI0228,PRD0002,9,135.96,1223.64,2024-05-17,retournée,Virement,Occitanie,EUR
CMD-Q2-01601,CLI0401,PRD0003,6,83.45,500.7,2024-06-25,livrée,CB,Île-de-France,EUR
CMD-Q2-01602,CLI0327,PRD0004,5,42.82,214.1,2024-04-29,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01603,CLI0051,PRD0087,2,72.84,145.68,2024-05-10,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01604,CLI0251,PRD0107,1,101.48,101.48,2024-04-10,livrée,CB,Occitanie,EUR
CMD-Q2-01605,CLI0410,PRD0146,9,30.77,276.93,2024-04-05,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01606,CLI0102,PRD0033,6,291.53,1749.18,2024-05-16,livrée,Virement,PACA,EUR
CMD-Q2-01607,CLI0247,PRD0005,3,95.95,287.85,2024-05-19,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01608,CLI0480,PRD0122,2,108.11,216.22,2024-05-12,retournée,CB,Occitanie,EUR
CMD-Q2-01609,CLI0409,PRD0093,3,62.68,188.04,2024-05-23,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01610,CLI0297,PRD0108,9,100.76,906.84,2024-05-08,livrée,CB,PACA,EUR
CMD-Q2-01611,CLI0050,PRD0090,8,80.66,645.28,2024-06-13,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01612,CLI0088,PRD0020,2,304.72,609.44,2024-06-09,livrée,CB,PACA,EUR
CMD-Q2-01613,CLI0014,PRD0061,7,75.83,530.81,2024-04-02,en_cours,PayPal,Auvergne-RA,EUR
CMD-Q2-01614,CLI0319,PRD0100,9,62.84,565.56,2024-05-17,livrée,CB,Occitanie,EUR
CMD-Q2-01615,CLI0076,PRD0029,2,149.76,299.52,2024-06-07,en_cours,Virement,Île-de-France,EUR
CMD-Q2-01616,CLI0473,PRD0138,3,67.74,203.22,2024-05-17,livrée,CB,Île-de-France,EUR
CMD-Q2-01617,CLI0365,PRD0136,4,54.7,218.8,2024-04-08,livrée,CB,Occitanie,EUR
CMD-Q2-01618,CLI0099,PRD0077,4,151.78,607.12,2024-06-08,livrée,CB,PACA,EUR
CMD-Q2-01619,CLI0008,PRD0141,8,326.57,2612.56,2024-06-08,livrée,CB,Occitanie,EUR
CMD-Q2-01620,CLI0077,PRD0003,7,83.45,584.15,2024-06-14,livrée,CB,Occitanie,EUR
CMD-Q2-01621,CLI0168,PRD0036,4,211.79,847.16,2024-06-17,en_cours,CB,PACA,EUR
CMD-Q2-01622,CLI0074,PRD0030,2,43.58,87.16,2024-05-02,livrée,Virement,PACA,EUR
CMD-Q2-01623,CLI0432,PRD0038,7,45.83,320.81,2024-05-12,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01624,CLI0119,PRD0093,6,62.68,376.08,2024-05-29,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-01625,CLI0397,PRD0022,5,235.27,1176.35,2024-04-16,livrée,CB,Occitanie,EUR
CMD-Q2-01626,CLI9961,PRD0081,4,49.36,197.44,2024-04-29,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-01627,CLI0317,PRD0110,5,126.57,632.85,2024-06-23,livrée,Virement,PACA,EUR
CMD-Q2-01628,CLI0211,PRD0092,5,159.37,796.85,2024-04-28,annulée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01629,CLI0048,PRD0015,1,80.47,80.47,2024-05-16,retournée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01630,CLI0336,PRD0076,7,211.08,1477.56,2024-06-08,en_cours,CB,Île-de-France,EUR
CMD-Q2-01631,CLI9946,PRD0044,4,146.42,585.68,2024-06-13,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01632,CLI0140,PRD0072,2,121.78,243.56,2024-04-30,livrée,CB,Occitanie,EUR
CMD-Q2-01633,CLI9901,PRD0112,9,79.76,717.84,2024-04-29,livrée,Chèque,PACA,EUR
CMD-Q2-01634,CLI0019,PRD0140,1,84.52,84.52,2024-04-18,annulée,CB,Auvergne-RA,EUR
CMD-Q2-01635,CLI0371,PRD0136,7,54.7,382.9,2024-06-21,retournée,Virement,PACA,EUR
CMD-Q2-01636,CLI0358,PRD0106,7,52.42,366.94,2024-04-11,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01637,CLI0054,PRD0021,7,78.18,547.26,2024-05-26,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-01638,CLI0005,PRD0107,3,101.48,304.44,2024/04/16,annulée,PayPal,Île-de-France,EUR
CMD-Q2-01639,CLI0060,PRD0028,3,59.7,179.1,2024-06-18,livrée,CB,Île-de-France,EUR
CMD-Q2-01640,CLI0439,PRD0151,4,221.15,884.6,2024-05-27,livrée,PayPal,Occitanie,EUR
CMD-Q2-01641,CLI0287,PRD0096,6,33.23,199.38,2024-06-15,retournée,PayPal,Île-de-France,EUR
CMD-Q2-01642,CLI0042,PRD0004,1,42.82,42.82,2024-05-04,livrée,CB,Île-de-France,EUR
CMD-Q2-01643,CLI0351,PRD0101,7,52.8,,2024-05-12,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-01644,CLI0007,PRD0151,3,221.15,663.45,2024-05-28,livrée,PayPal,Île-de-France,EUR
CMD-Q2-01645,CLI0242,PRD0147,2,56.16,112.32,2024-04-16,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01646,CLI0464,PRD0113,5,82.62,413.1,2024-06-02,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-01647,CLI0030,PRD0105,8,408.15,3265.2,2024-04-30,livrée,CB,Île-de-France,EUR
CMD-Q2-01648,CLI0316,PRD0068,5,12.48,62.4,2024-06-22,annulée,CB,Auvergne-RA,EUR
CMD-Q2-01649,CLI0097,PRD0113,6,82.62,495.72,2024-05-25,en_cours,CB,Occitanie,EUR
CMD-Q2-01650,CLI0125,PRD0043,3,100.34,301.02,2024-04-25,annulée,CB,Auvergne-RA,EUR
CMD-Q2-01651,CLI0493,PRD0048,6,164.13,984.78,2024-04-03,livrée,Chèque,Auvergne-RA,EUR
CMD-Q2-01652,CLI0285,PRD0036,8,211.79,1694.32,2024-04-13,livrée,Virement,Île-de-France,EUR
CMD-Q2-01653,CLI0307,PRD0022,9,235.27,2117.43,2024-04-04,livrée,CB,Occitanie,EUR
CMD-Q2-01654,CLI0496,PRD0002,2,135.96,271.92,2024-04-17,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01655,CLI0333,PRD0129,2,124.46,248.92,2024-05-19,en_cours,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01656,CLI0122,PRD0136,7,54.7,382.9,2024-05-26,livrée,CB,Île-de-France,EUR
CMD-Q2-01657,CLI0158,PRD0017,9,222.33,2000.97,2024-04-24,en_cours,CB,Occitanie,EUR
CMD-Q2-01658,CLI0174,PRD0040,3,71.91,215.73,2024-04-03,en_cours,Virement,Occitanie,EUR
CMD-Q2-01659,CLI0319,PRD0096,1,33.23,33.23,2024-04-19,en_cours,CB,Île-de-France,EUR
CMD-Q2-01660,CLI0082,PRD0146,2,30.77,61.54,2024-04-02,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01661,CLI0158,PRD0106,8,52.42,419.36,2024-06-24,livrée,CB,Occitanie,EUR
CMD-Q2-01662,CLI0215,PRD0045,9,55.24,497.16,2024-04-28,en_cours,CB,Occitanie,EUR
CMD-Q2-01663,CLI0481,PRD0095,7,106.83,747.81,2024-06-15,livrée,Chèque,Occitanie,EUR
CMD-Q2-01664,CLI0194,PRD0015,5,80.47,402.35,2024-04-20,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01665,CLI0058,PRD0062,9,51.87,466.83,2024-06-10,retournée,Chèque,Auvergne-RA,EUR
CMD-Q2-01666,CLI0157,PRD0004,6,42.82,256.92,2024-06-27,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01667,CLI0469,PRD0149,3,123.18,369.54,2024-04-13,livrée,Virement,Île-de-France,EUR
CMD-Q2-01668,CLI0279,PRD0079,1,400.46,400.46,2024-05-29,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01669,CLI0178,PRD0127,7,63.31,443.17,2024-04-24,annulée,Virement,Auvergne-RA,EUR
CMD-Q2-01670,CLI0453,PRD0101,1,52.8,52.8,2024-05-10,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01671,CLI0034,PRD0095,6,106.83,640.98,2024-06-06,annulée,CB,PACA,EUR
CMD-Q2-01672,CLI0077,PRD0135,2,112.71,225.42,2024-05-05,livrée,CB,PACA,EUR
CMD-Q2-01673,CLI0335,PRD0022,8,235.27,1882.16,2024-04-18,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01674,CLI0170,PRD0135,5,112.71,563.55,2024-05-30,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01675,CLI0151,PRD0023,6,163.48,980.88,2024-05-28,retournée,CB,Île-de-France,EUR
CMD-Q2-01676,CLI0473,PRD0084,6,410.52,2463.12,2024-06-23,en_cours,CB,Occitanie,EUR
CMD-Q2-01677,CLI0350,PRD0135,4,112.71,450.84,2024-06-13,en_cours,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01678,CLI0489,PRD0014,9,415.81,3742.29,2024-04-09,en_cours,CB,Occitanie,EUR
CMD-Q2-01679,CLI0016,PRD0093,7,62.68,438.76,2024-06-20,livrée,CB,Île-de-France,EUR
CMD-Q2-01680,CLI0251,PRD0042,8,126.36,1010.88,2024-04-22,livrée,CB,PACA,EUR
CMD-Q2-01681,CLI0069,PRD0015,6,80.47,482.82,2024-06-17,livrée,CB,Île-de-France,EUR
CMD-Q2-01682,CLI0492,PRD0082,4,36.44,145.76,2024-06-26,livrée,CB,Île-de-France,EUR
CMD-Q2-01683,CLI0204,PRD0124,4,55.52,222.08,2024-06-20,livrée,PayPal,Île-de-France,EUR
CMD-Q2-01684,CLI0271,PRD0031,6,152.91,917.46,2024-04-20,livrée,CB,Occitanie,EUR
CMD-Q2-01685,CLI0144,PRD0113,5,82.62,413.1,2024-06-01,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01686,CLI0129,PRD0109,1,18.3,18.3,2024-06-26,en_cours,Virement,Île-de-France,EUR
CMD-Q2-01687,CLI0045,PRD0070,7,28.37,198.59,2024-04-11,livrée,CB,Île-de-France,EUR
CMD-Q2-01688,CLI0085,PRD0043,2,100.34,200.68,2024-04-04,livrée,CB,PACA,EUR
CMD-Q2-01689,CLI0007,PRD0023,1,163.48,163.48,2024-06-17,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01690,CLI0345,PRD0132,5,66.14,330.7,2024-05-05,livrée,CB,Occitanie,EUR
CMD-Q2-01691,CLI0173,PRD0106,9,52.42,471.78,2024-05-18,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01692,CLI0259,PRD0137,6,54.72,328.32,2024-05-23,livrée,Chèque,Île-de-France,EUR
CMD-Q2-01693,CLI0384,PRD0073,3,200.41,601.23,2024-06-05,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01694,CLI0371,PRD0106,2,52.42,104.84,2024-06-18,livrée,CB,PACA,EUR
CMD-Q2-01695,CLI0283,PRD0047,5,68.36,341.8,2024-04-18,en_cours,Virement,Île-de-France,EUR
CMD-Q2-01696,CLI0072,PRD0043,7,100.34,702.38,2024-06-12,en_cours,CB,Île-de-France,EUR
CMD-Q2-01697,CLI0413,PRD0040,7,71.91,503.37,2024-04-11,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01698,CLI0190,PRD0107,4,101.48,405.92,2024-04-16,en_cours,CB,Occitanie,EUR
CMD-Q2-01699,CLI0209,PRD0056,6,46.62,279.72,2024-06-21,livrée,Virement,PACA,EUR
CMD-Q2-01700,CLI0274,PRD0084,9,410.52,3694.68,2024-06-28,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01701,CLI0232,PRD0098,3,37.93,113.79,2024-04-30,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01702,CLI0421,PRD0066,4,181.07,724.28,2024-04-14,annulée,Chèque,Île-de-France,EUR
CMD-Q2-01703,CLI0119,PRD0149,4,123.18,492.72,2024-05-14,retournée,Chèque,PACA,EUR
CMD-Q2-01704,CLI0218,PRD0019,6,62.97,377.82,2024-04-20,retournée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01705,CLI0388,PRD0041,7,48.15,337.05,2024-06-21,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01706,CLI0094,PRD0101,8,52.8,422.4,2024-05-28,annulée,Virement,PACA,EUR
CMD-Q2-01707,CLI0272,PRD0074,1,101.69,101.69,2024-05-21,livrée,Virement,Occitanie,EUR
CMD-Q2-01708,CLI0177,PRD0104,8,81.27,650.16,2024-05-07,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01709,CLI0405,PRD0101,4,52.8,211.2,2024-04-27,livrée,CB,Île-de-France,EUR
CMD-Q2-01710,CLI0375,PRD0089,1,93.09,93.09,2024-05-26,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-01711,CLI0193,PRD0049,2,65.78,131.56,2024-04-07,livrée,CB,PACA,EUR
CMD-Q2-01712,CLI0269,PRD0034,4,36.63,146.52,2024-04-04,livrée,Virement,Occitanie,EUR
CMD-Q2-01713,CLI0261,PRD0073,1,200.41,200.41,2024-04-21,livrée,Virement,Occitanie,EUR
CMD-Q2-01714,CLI0363,PRD0057,9,85.5,769.5,2024-06-25,livrée,CB,PACA,EUR
CMD-Q2-01715,CLI0228,PRD0071,4,90.96,363.84,2024-04-08,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01716,CLI0263,PRD0042,1,126.36,126.36,2024-05-12,livrée,CB,Île-de-France,EUR
CMD-Q2-01717,CLI0061,PRD0035,4,17.54,70.16,2024-04-05,livrée,CB,Île-de-France,EUR
CMD-Q2-01718,CLI0464,PRD0105,3,408.15,1224.45,2024-04-17,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-01719,CLI0412,PRD0018,3,121.33,363.99,2024-04-15,livrée,PayPal,Île-de-France,EUR
CMD-Q2-01720,CLI0070,PRD0056,5,46.62,233.1,2024-04-17,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01721,CLI0386,PRD0082,4,36.44,145.76,2024-04-05,livrée,CB,PACA,EUR
CMD-Q2-01722,CLI0245,PRD0088,9,793.25,7139.25,2024-06-26,en_cours,Chèque,PACA,EUR
CMD-Q2-01723,CLI0453,PRD0022,8,235.27,1882.16,2024-06-12,livrée,CB,Île-de-France,EUR
CMD-Q2-01724,CLI0112,PRD0021,7,78.18,547.26,2024-06-12,livrée,CB,PACA,EUR
CMD-Q2-01725,CLI0147,PRD0079,3,400.46,1201.38,2024-04-25,annulée,CB,Île-de-France,EUR
CMD-Q2-01726,CLI0480,PRD0060,9,436.88,3931.92,2024-06-17,en_cours,CB,Île-de-France,EUR
CMD-Q2-01727,CLI0492,PRD0004,7,42.82,299.74,2024-04-02,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01728,CLI0235,PRD0139,3,128.88,386.64,2024-04-21,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01729,CLI0115,PRD0013,3,59.14,177.42,2024-05-23,livrée,CB,PACA,EUR
CMD-Q2-01730,CLI0485,PRD0075,9,71.64,644.76,2024-05-27,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01731,CLI0292,PRD0152,4,499.98,1999.92,2024-04-02,livrée,Virement,Île-de-France,EUR
CMD-Q2-01732,CLI0387,PRD0029,4,149.76,599.04,2024-04-26,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01733,CLI0020,PRD0047,3,68.36,205.08,2024-04-18,livrée,Virement,Île-de-France,EUR
CMD-Q2-01734,CLI0473,PRD0002,3,135.96,407.88,2024-05-23,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01735,CLI0380,PRD0020,3,304.72,914.16,2024-04-03,livrée,CB,Occitanie,EUR
CMD-Q2-01736,CLI0215,PRD0045,4,55.24,220.96,2024-04-24,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01737,CLI0494,PRD0052,6,118.68,712.08,2024-04-13,livrée,CB,Occitanie,EUR
CMD-Q2-01738,CLI0329,PRD0043,3,100.34,301.02,2024-06-10,livrée,CB,Île-de-France,EUR
CMD-Q2-01739,CLI0102,PRD0032,2,109.17,218.34,2024-04-25,livrée,CB,Île-de-France,EUR
CMD-Q2-01740,CLI0354,PRD0058,7,118.62,830.34,2024-06-17,livrée,PayPal,Île-de-France,EUR
CMD-Q2-01741,CLI0369,PRD0077,7,151.78,1062.46,2024-04-17,annulée,CB,PACA,EUR
CMD-Q2-01742,CLI0334,PRD0120,6,107.93,647.58,2024-06-17,livrée,CB,PACA,EUR
CMD-Q2-01743,CLI0137,PRD0143,3,104.0,312.0,2024-05-28,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-01744,CLI0339,PRD0058,5,118.62,593.1,2024-05-05,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01745,CLI0182,PRD0138,9,67.74,609.66,2024-05-13,en_cours,PayPal,Île-de-France,EUR
CMD-Q2-01746,CLI0142,PRD0047,7,68.36,478.52,2024-04-25,livrée,CB,Occitanie,EUR
CMD-Q2-01747,CLI0378,PRD0078,4,217.49,869.96,2024-05-22,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01748,CLI0156,PRD0008,9,308.27,2774.43,2024-05-27,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01749,CLI0171,PRD0029,9,149.76,1347.84,2024-05-07,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01750,CLI0014,PRD0084,8,410.52,3284.16,2024-04-26,livrée,PayPal,Occitanie,EUR
CMD-Q2-01751,CLI0004,PRD0021,8,78.18,625.44,2024/04/25,retournée,CB,Auvergne-RA,EUR
CMD-Q2-01752,CLI0125,PRD0140,1,84.52,84.52,2024-06-29,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01753,CLI0198,PRD0129,9,124.46,1120.14,2024-06-16,livrée,Virement,Île-de-France,EUR
CMD-Q2-01754,CLI0045,PRD0109,5,18.3,91.5,2024-05-03,retournée,Chèque,Occitanie,EUR
CMD-Q2-01755,CLI0053,PRD0025,6,111.14,666.84,2024-06-23,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-01756,CLI0169,PRD0096,2,33.23,66.46,2024-04-06,,Chèque,Auvergne-RA,EUR
CMD-Q2-01757,CLI0488,PRD0022,4,235.27,941.08,2024-06-26,annulée,CB,Île-de-France,EUR
CMD-Q2-01758,CLI0451,PRD0040,9,71.91,647.19,2024-05-25,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-01759,CLI0194,PRD0046,3,69.9,,2024-05-31,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01760,CLI0330,PRD0095,2,106.83,213.66,2024-05-05,en_cours,Virement,Île-de-France,EUR
CMD-Q2-01761,CLI0074,PRD0066,6,181.07,1086.42,2024/05/09,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01762,CLI0252,PRD0134,2,487.38,974.76,2024-04-01,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-01763,CLI0321,PRD0103,2,57.7,115.4,2024-04-27,livrée,CB,Île-de-France,EUR
CMD-Q2-01764,CLI0090,PRD0070,1,28.37,28.37,2024-05-31,retournée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-01765,CLI0005,PRD0044,1,146.42,146.42,2024-04-13,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-01766,CLI0330,PRD0037,6,48.24,289.44,2024-06-12,livrée,CB,Île-de-France,EUR
CMD-Q2-01767,CLI0304,PRD0136,3,54.7,164.1,2024-05-29,livrée,PayPal,Occitanie,EUR
CMD-Q2-01768,CLI0488,PRD0100,1,62.84,62.84,2024-04-22,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01769,CLI0250,PRD0069,3,106.11,318.33,2024-05-18,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01770,CLI0239,PRD0094,4,167.61,670.44,2024-05-20,retournée,CB,PACA,EUR
