,id_mutation,date_mutation,nature_mutation,valeur_fonciere,commune,surface_reelle_bati,nombre_pieces_principales,type_local,code_postal,longitude,latitude,code_departement
1988,2023A01988,2023-06-15,Vente,312883.52881253365,Toulouse,44.01959023815724,2.0,Appartement,31000.0,5.024534477334528,48.726225303054484,31
1989,2023A01989,2023-06-15,Vente,137097.80492554183,Bordeaux,72.67800619505493,6.0,Maison,33000.0,-2.84640885360555,45.11684197105699,33
1990,2023A01990,2023-06-15,Vente,568734.202312618,Montpellier,92.7062528922492,2.0,Appartement,34000.0,4.3653126665066075,44.92429589532771,34
1991,2023A01991,2023-06-15,Vente,464861.2574434194,Marseille,63.32206097364736,1.0,Maison,13001.0,1.2820099799714866,47.94984868196105,13
1992,2023A01992,2023-06-16,Vente,215797.266468816,Paris,77.06080606345662,5.0,Appartement,75001.0,2.5102895901594398,43.67554062981252,75
1993,2023A01993,2023-06-16,Vente,235660.80260032814,Toulouse,50.76545863213748,1.0,Maison,31000.0,-0.21568991952867744,49.92937006346167,31
1994,2023A01994,2023-06-16,Vente,247247.88858017485,Montpellier,,1.0,,34000.0,-1.3825766396417944,45.711091082307505,34
1995,2023A01995,2023-06-16,Vente,168217.80351191416,Nantes,57.77235390718505,2.0,Maison,44000.0,-3.597698552671665,42.4696414365228,44
1996,2023A01996,2023-06-16,VEFA,205652.33936439946,Lyon,37.46621242326095,3.0,Appartement,69001.0,6.481562841011321,44.98784096777299,69
1997,2023A01997,2023-06-16,Vente,228168.06860744898,Toulouse,41.098400062106684,4.0,Appartement,31000.0,3.2524510385731604,49.207703656475616,31
1998,2023A01998,2023-06-16,Vente,706247.5005725994,Montpellier,108.73783709499065,5.0,Maison,34000.0,7.981549323375651,49.86235792694612,34
1999,2023A01999,2023-06-16,Vente,473530.20713365846,Montpellier,149.00472963093304,3.0,Maison,34000.0,6.300739135142438,47.29734643714572,34
2000,2023A02000,2023-06-16,Vente,470143.3016780939,Montpellier,121.03732353731104,2.0,Appartement,34000.0,6.5443424936831835,44.88816199877439,34
2001,2023A02001,2023-06-16,Vente,335023.30240388244,Marseille,28.173204230342822,2.0,Appartement,13001.0,3.0926909446699478,46.94511611248621,13
2002,2023A02002,2023-06-16,Vente,137256.09887623813,Paris,26.844775813857485,4.0,Maison,75001.0,-3.4720276532812324,49.66010262795887,75
2003,2023A02003,2023-06-16,Vente,261739.58478753612,Toulouse,30.10361559653936,4.0,Appartement,31000.0,7.100132528236628,45.081132901608626,31
2004,2023A02004,2023-06-17,Vente,480360.9482284097,Nantes,58.39286577236387,5.0,Appartement,44000.0,-3.0028448263046936,45.69184536764471,44
2005,2023A02005,2023-06-17,Vente,126126.57212307696,Lyon,13.405133140907346,6.0,Maison,69001.0,2.067754318853826,47.04930837031239,69
2006,2023A02006,2023-06-17,Vente,393144.27055054303,Toulouse,40.67441280306442,2.0,Maison,31000.0,6.38206787401788,50.10681612190182,31
2007,2023A02007,2023-06-17,Vente,,Paris,110.33813932316883,3.0,Maison,75001.0,1.4995817819061754,47.422910617716894,75
2008,2023A02008,2023-06-17,Vente,507417.7904898429,Nantes,89.23018822663563,3.0,Maison,44000.0,-2.3959865021986957,44.12701336740255,44
2009,2023A02009,2023-06-17,Vente,626821.7452433043,Toulouse,42.32816377206483,2.0,Maison,31000.0,,43.0841155342364,31
2010,2023A02010,2023-06-17,Vente,305896.8554027987,Lyon,43.961852947742784,1.0,Appartement,69001.0,8.052519474665504,43.13612282096522,69
2011,2023A02011,2023-06-17,Vente,479624.6842676378,Paris,72.50248617948188,5.0,Maison,75001.0,8.196941668438784,50.6621962493225,75
2012,2023A02012,2023-06-17,Vente,174431.6182600973,Marseille,87.15031423349295,3.0,Appartement,13001.0,4.52760437360633,49.537229782741676,13
2013,2023A02013,2023-06-17,Vente,432578.15204703616,Marseille,41.822370095619775,,Maison,13001.0,6.777502328801583,49.039521273105194,13
2014,2023A02014,2023-06-17,Vente,397373.8802875832,Bordeaux,,3.0,,33000.0,-3.938574552309825,46.66800829669641,33
2015,2023A02015,2023-06-17,Vente,319319.26258331665,Toulouse,41.1405863115123,4.0,Appartement,31000.0,-0.9951609977223614,48.21834863204277,31
2016,2023A02016,2023-06-18,Vente,591019.5951915745,Lyon,,1.0,,69001.0,0.1857862770476677,43.42050667997377,69
2017,2023A02017,2023-06-18,Vente,194216.5586741248,Toulouse,48.917153680929424,3.0,Appartement,31000.0,-4.34762987715409,47.76388229798353,31
2018,2023A02018,2023-06-18,Vente,239849.1564935475,Paris,47.08884940005204,3.0,Maison,75001.0,0.2874117560812479,49.43487044669326,75
2019,2023A02019,2023-06-18,Vente,284155.59158420697,Bordeaux,29.069163593565012,5.0,Maison,33000.0,-3.318498869745617,42.84682091407901,33
2020,2023A02020,2023-06-18,VEFA,144673.30599650013,Lyon,75.41758486315442,3.0,Maison,69001.0,2.0710981355982065,,69
2021,2023A02021,2023-06-18,Vente,307478.10679522407,Toulouse,69.52318814599677,5.0,Appartement,31000.0,-4.443874776983589,43.270452325593766,31
2022,2023A02022,2023-06-18,VEFA,95668.24959516578,Lyon,77.31282473404335,2.0,Maison,69001.0,-1.0652864151971753,44.589997917398904,69
2023,2023A02023,2023-06-18,Vente,502913.1251053476,Paris,37.18720766879718,,Maison,75001.0,6.501799213454484,49.09821007272532,75
2024,2023A02024,2023-06-18,Vente,275952.05613095994,Bordeaux,20.251161722972284,5.0,Maison,33000.0,-1.7941627152126403,45.22203266333416,33
2025,2023A02025,2023-06-18,Vente,196312.73584541297,Lyon,68.9695818623402,3.0,Appartement,69001.0,-3.676488443458358,48.36921786141397,69
2026,2023A02026,2023-06-18,Vente,162653.23688454868,Paris,39.17127285012052,2.0,Appartement,75001.0,-1.3284190374919222,49.10506218431525,75
2027,2023A02027,2023-06-18,Adjudication,233106.93650760633,Marseille,,2.0,Maison,13001.0,6.009995566244282,49.48642047791683,13
2028,2023A02028,2023-06-19,Vente,405532.3090640078,Lyon,29.12140476374816,4.0,Maison,69001.0,2.957279516380547,,69
2029,2023A02029,2023-06-19,Vente,372742.6027063481,Bordeaux,47.57649020432159,3.0,Maison,33000.0,2.943144490586767,47.55919514576987,33
2030,2023A02030,2023-06-19,Vente,175725.29514599266,Strasbourg,120.14071112316562,3.0,Appartement,67000.0,-4.492710051822723,44.769630521596696,67
2031,2023A02031,2023-06-19,Vente,161518.69870913788,Nantes,42.40537992966329,3.0,Appartement,44000.0,,43.62491508120913,44
2032,2023A02032,2023-06-19,Vente,397972.9128528273,Nantes,31.661406478099778,4.0,Appartement,44000.0,-1.1266508957943033,46.73263615707679,44
2033,2023A02033,2023-06-19,VEFA,173961.89452507228,Lyon,75.6385973996651,1.0,Maison,69001.0,-0.2301455448517835,43.21130363709654,69
2034,2023A02034,2023-06-19,Vente,278158.35823942436,Lyon,59.525580223522255,1.0,Appartement,69001.0,3.1033202983851407,50.31437101503897,69
2035,2023A02035,2023-06-19,Vente,289020.4672480998,Paris,18.922455077181343,1.0,Appartement,75001.0,6.604115144092004,46.19382609389817,75
2036,2023A02036,2023-06-19,Vente,323591.52660273184,Toulouse,76.03343364070984,2.0,Appartement,31000.0,-2.192957295858954,49.98226048225318,31
2037,2023A02037,2023-06-19,Vente,449082.6646404348,Nantes,158.25915079015752,3.0,Appartement,44000.0,5.256419700590547,48.54157937602288,44
2038,2023A02038,2023-06-19,Vente,125771.5239439988,Montpellier,14.875745030857425,4.0,,34000.0,-3.8789423465318453,49.84351455292032,34
2039,2023A02039,2023-06-19,Vente,85246.67614154937,Toulouse,29.43389754769501,2.0,Maison,31000.0,-0.35053959290986025,50.07883118544017,31
2040,2023A02040,2023-06-20,Vente,190905.08212137956,Nantes,13.140991353391684,1.0,Maison,44000.0,-1.7198088410658867,42.76898278602898,44
2041,2023A02041,2023-06-20,Vente,790892.2715146581,Lyon,52.580629403605286,3.0,Maison,69001.0,7.12791659264653,48.68226906094064,69
2042,2023A02042,2023-06-20,Vente,902843.4583413237,Montpellier,89.58546790849802,7.0,Appartement,34000.0,-2.239426589153712,44.293619728471995,34
2043,2023A02043,2023-06-20,Vente,805087.5283339303,Bordeaux,57.55553886300084,2.0,Maison,33000.0,2.8486253602638465,51.00581276938463,33
2044,2023A02044,2023-06-20,Vente,238998.1712817515,Bordeaux,109.50802662224714,6.0,Appartement,33000.0,-2.4072537949084536,49.1499461723085,33
2045,2023A02045,2023-06-20,Vente,92109.27756815164,Strasbourg,82.7045935448681,1.0,Appartement,67000.0,1.5132431840138354,42.333132024668366,67
2046,2023A02046,2023-06-20,Vente,65786.93484483415,Nantes,127.87761346937145,2.0,Maison,44000.0,0.7501787473365269,50.46126363185939,44
2047,2023A02047,2023-06-20,Vente,185642.32231806326,Montpellier,97.52467121070143,4.0,Appartement,34000.0,-3.974763658630133,44.872291939370356,34
2048,2023A02048,2023-06-20,Vente,238269.06085628315,Nantes,44.63545354139241,3.0,Maison,44000.0,5.988518439997671,45.966551676800755,44
2049,2023A02049,2023-06-20,Vente,585590.0443015677,Paris,56.45044807488101,4.0,Maison,75001.0,5.407431481981375,47.68811309456523,75
2050,2023A02050,2023-06-20,Vente,451659.2377585286,Lyon,35.36283968078693,5.0,Maison,69001.0,-0.9711986747388743,50.36352618758912,69
2051,2023A02051,2023-06-20,Vente,307565.40641373565,Lyon,48.650978212171616,2.0,Appartement,69001.0,3.297738238578604,50.46047428463574,69
2052,2023A02052,2023-06-21,Vente,157328.796147045,Strasbourg,56.31246061733209,4.0,Maison,67000.0,0.10590367718588567,47.25855151203051,67
2053,2023A02053,2023-06-21,VEFA,150773.2399735731,Toulouse,52.32877119342421,3.0,Appartement,31000.0,5.269184719655426,45.08717556314075,31
2054,2023A02054,2023-06-21,Vente,312536.5221603565,Paris,106.8180332739216,5.0,Appartement,75001.0,4.29455259479229,44.75687148700934,75
2055,2023A02055,2023-06-21,Vente,407677.0465231828,Marseille,,3.0,Maison,13001.0,-3.351069339776484,45.50669446925061,13
2056,2023A02056,2023-06-21,Vente,339465.89261230413,Bordeaux,34.259256577212454,1.0,Appartement,33000.0,6.221189700197261,43.88852041514329,33
2057,2023A02057,2023-06-21,Vente,144241.0625275081,Bordeaux,35.34632697961061,3.0,Appartement,33000.0,-2.221288465292967,48.194530561216844,33
2058,2023A02058,2023-06-21,Vente,396487.8106743887,Lyon,75.75846109770761,6.0,Appartement,69001.0,-2.2888067786895,46.94465805061533,69
2059,2023A02059,2023-06-21,Vente,346468.29068879056,Strasbourg,27.07012702165191,1.0,Maison,67000.0,4.818585310208304,49.10648936237424,67
2060,2023A02060,2023-06-21,Vente,141153.06617889344,Montpellier,49.373157937210564,2.0,Maison,34000.0,-2.172711520337323,43.128179588627006,34
2061,2023A02061,2023-06-21,Vente,167612.0593861943,Paris,106.03297416094624,2.0,Appartement,75001.0,-2.9455586900238577,45.81917125419348,75
2062,2023A02062,2023-06-21,Vente,405589.80069884675,Marseille,63.19967905336748,4.0,Maison,13001.0,-0.23809809419829175,44.41079324016784,13
2063,2023A02063,2023-06-21,Vente,233116.9362366707,Bordeaux,52.599010376969595,2.0,Maison,33000.0,6.151648506200344,47.009638615082764,33
2064,2023A02064,2023-06-22,Vente,696266.9265711746,Paris,53.62657772071979,2.0,Appartement,75001.0,-2.2545287704469796,46.420547056371795,75
2065,2023A02065,2023-06-22,Vente,362462.9588737858,Marseille,32.62952991215126,3.0,Maison,13001.0,-0.1937729874036842,46.25617597046345,13
2066,2023A02066,2023-06-22,Vente,200390.10827841097,Nantes,35.567512279309625,1.0,,44000.0,-0.8645748276688434,45.07775196110669,44
2067,2023A02067,2023-06-22,Vente,266699.18112433306,Lyon,49.52161116764834,2.0,Appartement,69001.0,0.02197298194255115,,69
2068,2023A02068,2023-06-22,Vente,278738.692408398,Toulouse,62.52937929749999,3.0,Appartement,31000.0,4.571251788342735,46.53779579750346,31
2069,2023A02069,2023-06-22,Vente,173332.29509845827,Bordeaux,,2.0,Appartement,33000.0,0.6494128785017299,44.0797452623561,33
2070,2023A02070,2023-06-22,Vente,155196.4606053679,Bordeaux,,2.0,Appartement,33000.0,5.146623853028702,47.11753776151818,33
2071,2023A02071,2023-06-22,Vente,408739.7548472931,Marseille,107.38141129201863,1.0,Appartement,13001.0,3.6331198557542645,47.55071497314667,13
2072,2023A02072,2023-06-22,Vente,445594.2119743401,Toulouse,121.82663476543873,2.0,Appartement,31000.0,0.08595961278324982,42.48814115993492,31
2073,2023A02073,2023-06-22,Vente,385489.3641039054,Montpellier,81.25835171299764,,Maison,34000.0,0.989457926411828,44.09325221546692,34
2074,2023A02074,2023-06-22,Vente,666097.1811993282,Nantes,100.73473785362816,3.0,Maison,44000.0,4.43600844314299,44.433154409120085,44
2075,2023A02075,2023-06-22,Vente,193868.63284517117,Paris,33.269572459145245,3.0,Appartement,75001.0,2.2913937473635224,44.48306142703555,75
2076,2023A02076,2023-06-23,Vente,732751.9059361833,Lyon,,2.0,Maison,69001.0,6.527920050127811,44.40184365916827,69
2077,2023A02077,2023-06-23,Vente,156286.68575428805,Paris,70.73826720019758,1.0,Appartement,75001.0,7.351429414654943,44.69044230978886,75
2078,2023A02078,2023-06-23,Adjudication,146149.98413388556,Marseille,27.921446745012812,5.0,Appartement,13001.0,,44.61199959104248,13
2079,2023A02079,2023-06-23,Vente,93341.92760353166,Montpellier,47.21983691820457,2.0,Maison,34000.0,8.062930421742944,50.079805768447734,34
2080,2023A02080,2023-06-23,Vente,205360.61529211112,Montpellier,,2.0,Maison,34000.0,3.0760172002255546,45.112901275755604,34
2081,2023A02081,2023-06-23,Vente,198345.67045548954,Bordeaux,110.68479336946837,5.0,Maison,33000.0,-3.9941489630540152,45.37791188642296,33
2082,2023A02082,2023-06-23,Vente,367898.5015683976,Nantes,48.08124454907032,4.0,Maison,44000.0,1.9116211128149754,44.642359910731756,44
2083,2023A02083,2023-06-23,Vente,310622.79119673,Bordeaux,39.449755610147996,4.0,Appartement,33000.0,-1.5788821517995921,50.81465436397451,33
2084,2023A02084,2023-06-23,Vente,131165.60674158335,Paris,64.08631270328439,4.0,Appartement,75001.0,-0.2618426091192809,47.01231904206837,75
2085,2023A02085,2023-06-23,Vente,,Nantes,31.91985654087617,1.0,Maison,44000.0,1.7238896622821773,47.672805805026144,44
2086,2023A02086,2023-06-23,Vente,214727.01170631472,Strasbourg,50.06692827526433,6.0,Appartement,67000.0,-0.7528547839824413,48.772287906155306,67
2087,2023A02087,2023-06-23,Vente,92448.83652477314,Lyon,54.38019232377682,5.0,Maison,69001.0,-0.5678051876823411,45.23668380534648,69
2088,2023A02088,2023-06-24,Vente,148959.83186612517,Marseille,53.839532580815515,2.0,Appartement,13001.0,0.6056074724093135,50.82526778193041,13
2089,2023A02089,2023-06-24,Vente,168975.97459366467,Lyon,57.06846782577143,4.0,,69001.0,-0.8619916834948529,43.64047031865417,69
2090,2023A02090,2023-06-24,Vente,634235.1171375054,Montpellier,35.97206166187609,3.0,Appartement,34000.0,-2.3473373611981567,46.32876848435023,34
2091,2023A02091,2023-06-24,VEFA,301001.4706424556,Marseille,37.95888133335015,4.0,Maison,13001.0,5.222615334655664,43.57986550870141,13
2092,2023A02092,2023-06-24,Vente,399233.3062257948,Montpellier,37.57886793828025,2.0,Appartement,34000.0,0.5191893821478217,49.255306567091374,34
2093,2023A02093,2023-06-24,Vente,109187.15440399095,Lyon,24.287281794767566,3.0,Appartement,69001.0,6.063317716222494,43.24439568979301,69
2094,2023A02094,2023-06-24,Vente,549370.6832407174,Strasbourg,64.77470426878537,1.0,Appartement,67000.0,6.710505766835782,,67
2095,2023A02095,2023-06-24,Vente,585757.5453546632,Paris,85.39851619228683,3.0,Maison,75001.0,5.037236274128112,43.222295220005854,75
2096,2023A02096,2023-06-24,Vente,80901.93488146919,Toulouse,81.30073372548603,2.0,Maison,31000.0,0.5377491579312972,46.28342461602544,31
2097,2023A02097,2023-06-24,Vente,175748.62141846662,Nantes,47.88257070215193,3.0,Maison,44000.0,4.660790835372726,44.766710319679106,44
2098,2023A02098,2023-06-24,Vente,361298.3476609409,Marseille,36.397401337529196,,Maison,13001.0,-2.5286995943921236,50.24901147004207,13
2099,2023A02099,2023-06-24,Vente,394996.8511672131,Paris,79.21433826872283,5.0,Appartement,75001.0,3.896170141275517,42.76724299662443,75
2100,2023A02100,2023-06-25,Vente,,Bordeaux,75.14815095611816,2.0,Appartement,33000.0,0.656607212214035,48.019451142242154,33
2101,2023A02101,2023-06-25,Vente,223395.79041305915,Bordeaux,60.86816654483173,5.0,Maison,33000.0,3.8266840703949043,48.41821085002855,33
2102,2023A02102,2023-06-25,Vente,187506.98243881718,Lyon,130.6021430812146,2.0,Maison,69001.0,5.085840520199886,50.12304250095464,69
2103,2023A02103,2023-06-25,Vente,286716.9663461213,Montpellier,53.881502614231756,4.0,Appartement,34000.0,,50.02401921553821,34
2104,2023A02104,2023-06-25,Vente,550348.5693260939,Bordeaux,48.01699487011406,3.0,,33000.0,3.6594781317971528,50.898095322146865,33
2105,2023A02105,2023-06-25,Vente,168952.8068864478,Montpellier,44.705267438422524,5.0,Appartement,34000.0,-1.788195271153223,44.53440231825453,34
2106,2023A02106,2023-06-25,Vente,489183.1795707752,Toulouse,25.017138919452435,4.0,Maison,31000.0,3.027284344808515,44.71846331010041,31
2107,2023A02107,2023-06-25,Vente,167878.6635368717,Marseille,75.99518492818476,3.0,Appartement,13001.0,,45.79617600708301,13
2108,2023A02108,2023-06-25,Vente,161364.92153468536,Lyon,51.79311971563791,2.0,Maison,69001.0,0.9362713163765335,47.03067742960097,69
2109,2023A02109,2023-06-25,Adjudication,438518.2771536611,Marseille,70.45439497249266,6.0,Appartement,13001.0,0.7110100805154405,45.53084888369125,13
2110,2023A02110,2023-06-25,Vente,466569.2932409437,Marseille,137.13131920158824,4.0,Appartement,13001.0,-0.5512648445794688,48.81460841279485,13
2111,2023A02111,2023-06-25,Vente,447237.9068305901,Strasbourg,44.908366560852635,2.0,Appartement,67000.0,-0.6222497876923585,42.37519645680494,67
2112,2023A02112,2023-06-26,Vente,121847.01422610263,Paris,16.96234083216519,2.0,Maison,75001.0,4.38627163497182,42.455357977088035,75
2113,2023A02113,2023-06-26,Vente,202892.06419706333,Bordeaux,69.44500780472984,4.0,Maison,33000.0,2.584056899112684,48.60129948651206,33
2114,2023A02114,2023-06-26,Vente,439675.9051147561,Nantes,59.34866902533505,7.0,Appartement,44000.0,-4.119608236481464,50.07146675844653,44
2115,2023A02115,2023-06-26,Vente,275109.67197782197,Marseille,37.855378190717246,2.0,Maison,13001.0,-3.883729577998354,,13
2116,2023A02116,2023-06-26,Vente,140896.9839825002,Montpellier,66.5952442814137,5.0,Appartement,34000.0,,43.330406198165,34
2117,2023A02117,2023-06-26,Vente,353271.0059040193,Toulouse,80.88659889147966,1.0,Maison,31000.0,6.247800180825534,,31
2118,2023A02118,2023-06-26,Vente,174750.69629434575,Strasbourg,34.01137559203123,6.0,Appartement,67000.0,-3.9414817976462526,46.892831042860735,67
2119,2023A02119,2023-06-26,Vente,787575.8078893552,Montpellier,46.961779525553105,4.0,Appartement,34000.0,1.941528063198441,48.83219733835213,34
2120,2023A02120,2023-06-26,Vente,678001.5665400801,Toulouse,114.24861017435818,2.0,Maison,31000.0,6.30941926892242,44.069206539435974,31
2121,2023A02121,2023-06-26,Vente,385562.4498234187,Montpellier,38.06095313014332,2.0,Appartement,34000.0,-4.443510678144869,47.12940155222056,34
2122,2023A02122,2023-06-26,VEFA,607194.2424344288,Nantes,56.44884770418936,3.0,Appartement,44000.0,-0.9974173734570626,45.20453507382382,44
2123,2023A02123,2023-06-26,Vente,278974.2632336128,Bordeaux,14.699219791648163,3.0,Maison,33000.0,7.182986772994717,50.87789480705281,33
2124,2023A02124,2023-06-27,Adjudication,424752.7426581856,Bordeaux,26.025511004807033,5.0,Appartement,33000.0,-3.465335782927045,46.47292603035181,33
2125,2023A02125,2023-06-27,Vente,651239.1275576666,Lyon,59.07210100056569,4.0,Appartement,69001.0,3.2088552642434776,48.94907747332128,69
2126,2023A02126,2023-06-27,Vente,310922.5762106005,Lyon,100.8862762564042,,Appartement,69001.0,1.9437471658114518,47.608441039964994,69
2127,2023A02127,2023-06-27,Vente,230242.3426970655,Montpellier,,5.0,Appartement,34000.0,-2.573672088009247,43.129828988761936,34
2128,2023A02128,2023-06-27,Vente,96493.10414088168,Lyon,56.672100277215755,3.0,Appartement,69001.0,-3.9604149731759577,47.07776424758713,69
2129,2023A02129,2023-06-27,Vente,255280.92503810755,Bordeaux,45.24721156947504,4.0,Appartement,33000.0,1.882856192155156,47.05389963371848,33
2130,2023A02130,2023-06-27,Vente,439790.5679896338,Marseille,87.9302623927737,,Maison,13001.0,4.836153400161054,48.59824227275386,13
2131,2023A02131,2023-06-27,Vente,473250.4673199393,Montpellier,29.698553690659402,5.0,Appartement,34000.0,-2.249016727977866,45.1327905461465,34
2132,2023A02132,2023-06-27,Vente,363167.35477094783,Paris,67.69679409268488,1.0,Appartement,75001.0,4.279761826018948,49.87373860554313,75
2133,2023A02133,2023-06-27,Vente,193923.79333716453,Nantes,,3.0,Appartement,44000.0,2.439068059251637,47.77891080612587,44
2134,2023A02134,2023-06-27,Vente,81953.48085587671,Strasbourg,61.0393667399616,3.0,Appartement,67000.0,0.04464960500231108,42.646203563673424,67
2135,2023A02135,2023-06-27,Vente,199360.68313132282,Nantes,,3.0,Appartement,44000.0,3.9382673020594385,48.520154938488005,44
2136,2023A02136,2023-06-28,Vente,223550.60262577745,Nantes,48.139857052033285,3.0,Maison,44000.0,-2.061894924685435,50.281308808368145,44
2137,2023A02137,2023-06-28,Vente,222402.17471065215,Lyon,69.33195583938688,4.0,Maison,69001.0,1.3030277760835594,48.31169443868809,69
2138,2023A02138,2023-06-28,Vente,388921.8933695171,Paris,55.80292945213739,2.0,Appartement,75001.0,2.4761732658742286,45.643976278672675,75
2139,2023A02139,2023-06-28,Vente,883287.3458250309,Toulouse,51.090412074133766,3.0,Local industriel,31000.0,1.3254333613725713,47.497709709334444,31
2140,2023A02140,2023-06-28,Vente,288981.37570905185,Bordeaux,45.68599213081336,2.0,Appartement,33000.0,0.5482674860860408,43.80830478497135,33
2141,2023A02141,2023-06-28,Vente,235616.5386983544,Toulouse,56.758146395154846,2.0,Maison,31000.0,4.909603222516605,47.591048167319904,31
2142,2023A02142,2023-06-28,Vente,229685.64960091145,Lyon,61.009023171174924,4.0,Appartement,69001.0,,46.708736151907345,69
2143,2023A02143,2023-06-28,Vente,289129.7592132927,Marseille,33.2957233216584,1.0,Appartement,13001.0,3.6211684840899956,42.53018765842789,13
2144,2023A02144,2023-06-28,Vente,163247.66499518437,Strasbourg,45.844919291757016,2.0,Appartement,67000.0,6.825868190402238,45.13263099869678,67
2145,2023A02145,2023-06-28,Vente,288404.4560609208,Strasbourg,,3.0,Maison,67000.0,8.117458348405929,43.98297579209432,67
2146,2023A02146,2023-06-28,Vente,351683.6756384893,Lyon,53.52117064450379,1.0,Appartement,69001.0,2.703497571896637,45.73773695550809,69
2147,2023A02147,2023-06-28,Vente,304312.87284987903,Paris,40.60267282516751,1.0,Appartement,75001.0,-0.07699795327718473,44.42812537814755,75
2148,2023A02148,2023-06-29,Vente,353106.56012448296,Strasbourg,80.26964856643943,5.0,Appartement,67000.0,5.391716934609045,49.64138854126061,67
2149,2023A02149,2023-06-29,Vente,348101.21550104074,Lyon,,4.0,Maison,69001.0,-2.695341902658024,48.43961470321217,69
2150,2023A02150,2023-06-29,Vente,92675.7379399698,Nantes,,2.0,Appartement,44000.0,2.0139464722610754,48.81300972641332,44
2151,2023A02151,2023-06-29,Vente,393219.0422650024,Marseille,54.53519795804955,2.0,Maison,13001.0,2.1612577208239214,45.475632329437566,13
2152,2023A02152,2023-06-29,Vente,179403.20482945323,Marseille,75.13288078308399,5.0,Appartement,13001.0,7.990041917626586,42.33032801342039,13
2153,2023A02153,2023-06-29,Vente,139037.1582875863,Bordeaux,50.01614433032508,1.0,Appartement,33000.0,8.085786550331273,44.2285524913635,33
2154,2023A02154,2023-06-29,Vente,138320.5232558438,Bordeaux,37.93564751072684,3.0,Appartement,33000.0,5.65001955616726,48.94662419900147,33
2155,2023A02155,2023-06-29,Vente,348058.1930843889,Nantes,,3.0,Maison,44000.0,1.5072992348768626,47.60496390424701,44
2156,2023A02156,2023-06-29,Vente,234791.9410342772,Montpellier,83.6911954987974,4.0,Appartement,34000.0,2.4497675326797506,47.039487857834665,34
2157,2023A02157,2023-06-29,Vente,97813.5827798184,Montpellier,85.74318212532407,6.0,Appartement,34000.0,-0.4392812797160106,44.76857543217784,34
2158,2023A02158,2023-06-29,Vente,357475.70798505837,Marseille,49.20652322398927,2.0,Maison,13001.0,6.0390404367082375,42.96653247689942,13
2159,2023A02159,2023-06-29,Vente,113123.46609405217,Montpellier,80.0834160659499,3.0,Maison,34000.0,4.981136661713466,49.20682493805341,34
2160,2023A02160,2023-06-30,Vente,291820.10572433716,Nantes,12.396259018760244,,Appartement,44000.0,5.297101155366361,42.64016899835319,44
2161,2023A02161,2023-06-30,Vente,309619.48519815685,Marseille,106.03585857561387,6.0,Appartement,13001.0,-2.738810505430205,42.82040092599082,13
2162,2023A02162,2023-06-30,Vente,456501.0362561152,Montpellier,50.47749520054999,,Appartement,34000.0,0.5626514356413308,44.895430073553165,34
2163,2023A02163,2023-06-30,Vente,781531.6068721137,Montpellier,58.60900070282661,4.0,Appartement,34000.0,2.3243664683586927,47.341816361099,34
2164,2023A02164,2023-06-30,Vente,118325.45551488125,Montpellier,46.51343232888394,5.0,Appartement,34000.0,-2.916843798058781,51.03159334598733,34
2165,2023A02165,2023-06-30,VEFA,260020.48266153573,Paris,109.71145038723571,1.0,Appartement,75001.0,0.18151243507162995,43.097645863451014,75
2166,2023A02166,2023-06-30,Vente,227339.2838193756,Montpellier,32.12498858942205,2.0,Maison,34000.0,-3.3896069653395267,46.46390303357857,34
2167,2023A02167,2023-06-30,Vente,348101.6492240966,Montpellier,114.11767619332049,1.0,Maison,34000.0,7.677283586391619,47.59542906692967,34
2168,2023A02168,2023-06-30,Vente,305407.20471331745,Lyon,66.56210758651824,2.0,Appartement,69001.0,5.041044285615506,49.54332611595695,69
2169,2023A02169,2023-06-30,Vente,217177.9308463313,Bordeaux,74.53971778523409,3.0,Appartement,33000.0,3.3835011365064753,48.36860245301251,33
2170,2023A02170,2023-06-30,Vente,205964.41432072065,Paris,46.3118430747788,5.0,Appartement,75001.0,-1.898323294207767,49.40812590058354,75
2171,2023A02171,2023-06-30,Vente,137328.2723122967,Strasbourg,28.385839198725872,3.0,Appartement,67000.0,-0.2565815478460758,46.897727262641396,67
2172,2023A02172,2023-07-01,Vente,485394.3583107489,Montpellier,86.94323050762974,4.0,Appartement,34000.0,-2.6650417457003304,46.1189430708349,34
2173,2023A02173,2023-07-01,Vente,353458.9061193151,Montpellier,63.79687293519894,1.0,Maison,34000.0,2.308719262404755,47.74480919202312,34
2174,2023A02174,2023-07-01,Vente,465403.90417634667,Lyon,107.85758819596607,4.0,Appartement,69001.0,5.920553070309307,50.2276631234357,69
2175,2023A02175,2023-07-01,Vente,222740.4158932998,Montpellier,,3.0,Appartement,34000.0,-4.258236174539392,47.147455027017585,34
2176,2023A02176,2023-07-01,Vente,180936.01125850674,Montpellier,44.273411746172826,4.0,Appartement,34000.0,-3.1879798948437186,47.62921944888723,34
2177,2023A02177,2023-07-01,Vente,140506.77117660464,Montpellier,109.29428628829478,,Appartement,34000.0,-1.5872578709478593,45.27419014827012,34
2178,2023A02178,2023-07-01,Vente,332817.8260158971,Bordeaux,142.0170445228004,3.0,Appartement,33000.0,4.568647638120414,47.545868720838754,33
